Date,LHD,Rainfall,Tmean,Tmax,Tmin,Elevation,Floodwave,Salmonella,Population,Incidence
2016-07-01,Central Coast,69.6,13.59,16.57,11.01,44,4,9,336611,2.673709415
2016-08-01,Central Coast,57.6,13.9,17.09,10.98,44,0,7,336611,2.079551767
2016-09-01,Central Coast,66.2,15.91,18.94,13.32,44,0,10,336611,2.970788239
2016-10-01,Central Coast,40.4,17.76,21.71,14.09,44,0,14,336611,4.159103535
2016-11-01,Central Coast,32.2,20.26,24.3,16.91,44,0,14,336611,4.159103535
2016-12-01,Central Coast,73.1,22.62,26.27,19.47,44,1,36,336611,10.69483766
2017-01-01,Central Coast,46.6,23.98,27.47,20.95,44,0,64,339236,18.86592225
2017-02-01,Central Coast,106.5,23.95,27.33,21.39,44,2,29,339236,8.548621019
2017-03-01,Central Coast,219.2,21.58,23.72,19.88,44,6,34,339236,10.02252119
2017-04-01,Central Coast,47.2,18.4,20.78,16.03,44,0,15,339236,4.421700527
2017-05-01,Central Coast,39.6,16.36,18.7,14.07,44,1,15,339236,4.421700527
2017-06-01,Central Coast,69.8,14.34,16.33,12.36,44,5,7,339236,2.063460246
2017-07-01,Central Coast,5.3,13.26,16.69,10.33,44,0,5,339236,1.473900176
2017-08-01,Central Coast,16.1,13.89,17.42,10.84,44,0,7,339236,2.063460246
2017-09-01,Central Coast,3.6,17.23,22.06,13.12,44,0,4,339236,1.179120141
2017-10-01,Central Coast,73.2,18.75,22.04,15.87,44,0,15,339236,4.421700527
2017-11-01,Central Coast,59.8,19,21.72,16.57,44,2,15,339236,4.421700527
2017-12-01,Central Coast,106.7,22.33,25.84,19.42,44,2,10,339236,2.947800351
2018-01-01,Central Coast,24,22.96,26.54,19.97,44,0,20,341741,5.852385286
2018-02-01,Central Coast,53.3,22.53,25.86,19.94,44,2,24,341741,7.022862343
2018-03-01,Central Coast,79.6,21.89,24.68,19.68,44,3,15,341741,4.389288964
2018-04-01,Central Coast,25.6,20.78,23.71,18.43,44,0,14,341741,4.0966697
2018-05-01,Central Coast,10.4,16.33,19.5,13.46,44,0,10,341741,2.926192643
2018-06-01,Central Coast,47.6,13.6,15.87,11.6,44,3,16,341741,4.681908229
2018-07-01,Central Coast,7.5,13.41,17.35,10.17,44,0,8,341741,2.340954114
2018-08-01,Central Coast,16.3,13.6,17.25,10.59,44,0,6,341741,1.755715586
2018-09-01,Central Coast,59.9,15.38,18.8,12.45,44,2,6,341741,1.755715586
2018-10-01,Central Coast,113.8,17.41,20.12,15.13,44,5,9,341741,2.633573379
2018-11-01,Central Coast,64.9,19.84,23.05,16.72,44,3,2,341741,0.585238529
2018-12-01,Central Coast,66.2,21.92,25.55,18.91,44,0,17,341741,4.974527493
2019-01-01,Central Coast,14.7,24.7,28.6,21.86,44,0,11,343970,3.19795331
2019-02-01,Central Coast,76.3,22.98,25.96,20.41,44,3,14,343970,4.070122394
2019-03-01,Central Coast,92,22.01,24.85,19.65,44,4,13,343970,3.779399366
2019-04-01,Central Coast,17.4,19.91,22.65,17.37,44,0,16,343970,4.651568451
2019-05-01,Central Coast,31.6,16.95,20.3,13.96,44,1,10,343970,2.907230282
2019-06-01,Central Coast,40,14.51,16.85,12.25,44,3,7,343970,2.035061197
2019-07-01,Central Coast,19,14,17.26,11.24,44,0,6,343970,1.744338169
2019-08-01,Central Coast,33.6,13.71,17.37,10.65,44,3,12,343970,3.488676338
2019-09-01,Central Coast,50.1,15.88,19.67,12.79,44,2,9,343970,2.616507254
2019-10-01,Central Coast,42.9,18.32,22.13,14.89,44,2,17,343970,4.942291479
2019-11-01,Central Coast,39.4,20.62,25.02,17.03,44,1,20,343970,5.814460563
2019-12-01,Central Coast,11,22.17,26.59,18.62,44,0,13,343970,3.779399366
2020-01-01,Central Coast,88.8,23.65,27.2,21,44,0,16,345857,4.626189437
2020-02-01,Central Coast,269.9,22.67,25.09,20.4,44,4,32,345857,9.252378873
2020-03-01,Central Coast,134.4,20.38,22.85,18.18,44,2,19,345857,5.493599956
2020-04-01,Central Coast,57.3,18.97,22.21,16.03,44,0,12,345857,3.469642078
2020-05-01,Central Coast,51.7,15.33,18.09,12.87,44,0,8,345857,2.313094718
2020-06-01,Central Coast,52.2,13.66,16.38,11.3,44,1,4,345857,1.156547359
2020-07-01,Central Coast,172.8,13.25,15.79,10.84,44,4,2,345857,0.57827368
2020-08-01,Central Coast,46.3,13.1,16.75,10.16,44,1,2,345857,0.57827368
2020-09-01,Central Coast,39,16.44,19.98,13.36,44,0,1,345857,0.28913684
2020-10-01,Central Coast,144.7,18.23,21.77,15.16,44,5,5,345857,1.445684199
2020-11-01,Central Coast,41.2,20.02,23.78,16.77,44,1,5,345857,1.445684199
2020-12-01,Central Coast,151.3,21.01,23.89,18.62,44,1,21,345857,6.071873636
2021-01-01,Central Coast,88.8,21.94,24.84,19.33,44,2,19,347475,5.468019282
2021-02-01,Central Coast,88.5,21.33,23.6,19.46,44,0,24,347475,6.906971725
2021-03-01,Central Coast,318.8,20.4,22.85,18.43,44,9,12,347475,3.453485862
2021-04-01,Central Coast,23.1,17.86,20.93,14.94,44,0,8,347475,2.302323908
2021-05-01,Central Coast,36.2,15.87,18.45,13.55,44,0,9,347475,2.590114397
2021-06-01,Central Coast,54,13.38,16.11,10.92,44,0,2,347475,0.575580977
2021-07-01,Central Coast,34.6,12.74,15.73,10.16,44,2,6,347475,1.726742931
2021-08-01,Central Coast,49.3,14.35,18.29,11.01,44,1,8,347475,2.302323908
2021-09-01,Central Coast,35.1,15.98,20.12,12.47,44,0,4,347475,1.151161954
2021-10-01,Central Coast,57,17.57,21.43,14.22,44,0,9,347475,2.590114397
2021-11-01,Central Coast,164.6,18.47,21.27,16.23,44,5,15,347475,4.316857328
2021-12-01,Central Coast,67.5,20.73,23.56,18.19,44,0,17,347475,4.892438305
2022-01-01,Central Coast,88.1,22.73,24.96,20.84,44,0,13,349249,3.722272648
2022-02-01,Central Coast,143.2,21.91,24.61,19.69,44,0,17,349249,4.867587309
2022-03-01,Central Coast,323.7,20.72,22.53,19.02,44,8,13,349249,3.722272648
2022-04-01,Central Coast,139.2,19,21.42,16.74,44,2,9,349249,2.576957987
2022-05-01,Central Coast,85.3,16.28,18.6,14.06,44,0,6,349249,1.717971991
2022-06-01,Central Coast,9.6,12.58,15.67,10.14,44,0,7,349249,2.004300657
2022-07-01,Central Coast,274.7,12.97,15.15,11.05,44,7,8,349249,2.290629322
2022-08-01,Central Coast,54.3,13.8,16.97,11.15,44,0,9,349249,2.576957987
2022-09-01,Central Coast,113.4,15.01,17.8,12.69,44,0,10,349249,2.863286652
2022-10-01,Central Coast,155.7,17.29,20.06,14.94,44,1,4,349249,1.145314661
2022-11-01,Central Coast,36.2,18.03,21.31,14.86,44,0,10,349249,2.863286652
2022-12-01,Central Coast,35.8,19.36,22.47,16.48,44,0,28,349249,8.017202626
1991-01-01,Far West,53.9,27.63,33.47,21.6,178,0,0,40236,0
1991-02-01,Far West,0,28.43,35.15,21.3,178,0,3,40236,7.456009544
1991-03-01,Far West,4.7,23.39,29.22,17.16,178,0,2,40236,4.970673029
1991-04-01,Far West,4.2,18.04,23.91,11.95,178,0,0,40236,0
1991-05-01,Far West,17.3,13.29,18.36,8.73,178,0,2,40236,4.970673029
1991-06-01,Far West,31.4,13.47,17.97,9.65,178,0,1,40236,2.485336515
1991-07-01,Far West,19.3,10.56,15.31,6.37,178,0,1,40236,2.485336515
1991-08-01,Far West,13.9,12.02,17.3,6.8,178,0,2,40236,4.970673029
1991-09-01,Far West,5.8,15.84,22.43,8.96,178,0,0,40236,0
1991-10-01,Far West,0,21.04,27.9,13.63,178,0,0,40236,0
1991-11-01,Far West,15.6,22.21,28.63,15.65,178,0,0,40236,0
1991-12-01,Far West,8.5,23.89,29.79,17.35,178,0,0,40236,0
1992-01-01,Far West,4.6,24.43,30.63,17.52,178,0,0,39649,0
1992-02-01,Far West,25.5,25.5,31.21,19.88,178,0,0,39649,0
1992-03-01,Far West,0,24.88,30.93,18.49,178,0,3,39649,7.566395117
1992-04-01,Far West,13.4,18.87,24.42,13.33,178,0,1,39649,2.522131706
1992-05-01,Far West,31.4,13.26,18.06,8.77,178,0,2,39649,5.044263411
1992-06-01,Far West,5.7,10.95,15.11,7.18,178,0,0,39649,0
1992-07-01,Far West,4.4,10.6,16.15,5.71,178,0,1,39649,2.522131706
1992-08-01,Far West,40.5,10.65,15.65,5.92,178,0,0,39649,0
1992-09-01,Far West,36.6,12.62,18.1,7.65,178,0,3,39649,7.566395117
1992-10-01,Far West,31.8,18.02,23.79,12.13,178,0,1,39649,2.522131706
1992-11-01,Far West,54.1,19.06,25.04,12.99,178,0,0,39649,0
1992-12-01,Far West,109.7,22.81,28.02,17.96,178,0,1,39649,2.522131706
1993-01-01,Far West,85.3,25.9,31.85,20.05,178,0,2,39071,5.11888613
1993-02-01,Far West,14.4,25.82,31.87,19.69,178,0,3,39071,7.678329196
1993-03-01,Far West,19.1,23.01,28.92,16.85,178,0,2,39071,5.11888613
1993-04-01,Far West,2.6,20.34,26.65,14.04,178,0,1,39071,2.559443065
1993-05-01,Far West,39.6,14.15,19.01,9.68,178,0,1,39071,2.559443065
1993-06-01,Far West,2.6,10.37,14.77,6.64,178,0,0,39071,0
1993-07-01,Far West,44.1,10.64,14.9,6.97,178,0,1,39071,2.559443065
1993-08-01,Far West,0.3,13.06,18.9,7.28,178,0,0,39071,0
1993-09-01,Far West,23,14.55,20.04,9.06,178,0,2,39071,5.11888613
1993-10-01,Far West,54.4,16.73,22.44,10.97,178,0,3,39071,7.678329196
1993-11-01,Far West,2.5,23.35,30.01,16.43,178,0,0,39071,0
1993-12-01,Far West,50.7,23.12,28.84,17.59,178,0,5,39071,12.79721533
1994-01-01,Far West,2.4,26.84,33.31,19.87,178,0,1,38502,2.597267674
1994-02-01,Far West,46.2,25.47,31.19,19.81,178,0,0,38502,0
1994-03-01,Far West,4,21.3,27.35,14.9,178,0,0,38502,0
1994-04-01,Far West,0,18.32,24.32,12.06,178,0,0,38502,0
1994-05-01,Far West,4.7,14.38,20.15,8.77,178,0,0,38502,0
1994-06-01,Far West,15.9,11.85,16.5,7.6,178,0,1,38502,2.597267674
1994-07-01,Far West,3,10.19,16.09,4.65,178,0,2,38502,5.194535349
1994-08-01,Far West,1.4,11.01,16.72,5.12,178,0,0,38502,0
1994-09-01,Far West,10.4,14.28,20.52,7.94,178,0,1,38502,2.597267674
1994-10-01,Far West,11.4,19.38,25.73,12.44,178,0,2,38502,5.194535349
1994-11-01,Far West,15.4,22.48,28.77,16.08,178,0,1,38502,2.597267674
1994-12-01,Far West,4.7,27.8,34.27,20.48,178,0,1,38502,2.597267674
1995-01-01,Far West,73.9,25.57,31.35,20.19,178,0,2,37940,5.271481286
1995-02-01,Far West,6.5,25.81,31.79,19.45,178,0,3,37940,7.907221929
1995-03-01,Far West,4.3,21.61,27.3,15.62,178,0,0,37940,0
1995-04-01,Far West,14.5,15.99,21.51,10.19,178,0,0,37940,0
1995-05-01,Far West,22.7,13.45,17.27,9.62,178,0,2,37940,5.271481286
1995-06-01,Far West,15,11.55,15.98,7.8,178,0,0,37940,0
1995-07-01,Far West,11.8,9.67,14.04,5.62,178,0,0,37940,0
1995-08-01,Far West,0.8,14.11,20.5,7.93,178,0,0,37940,0
1995-09-01,Far West,25.2,15.02,20.91,9.21,178,0,1,37940,2.635740643
1995-10-01,Far West,32,18.09,24.11,11.94,178,0,4,37940,10.54296257
1995-11-01,Far West,25.8,22.59,28.8,16.64,178,0,2,37940,5.271481286
1995-12-01,Far West,18.1,23.54,29.66,16.66,178,0,0,37940,0
1996-01-01,Far West,18.3,25.87,32.08,19.22,178,0,1,37387,2.674726509
1996-02-01,Far West,6.1,24.16,30.12,17.82,178,0,0,37387,0
1996-03-01,Far West,2.5,23.41,28.91,17.4,178,0,1,37387,2.674726509
1996-04-01,Far West,4.4,16.57,21.91,11.12,178,0,0,37387,0
1996-05-01,Far West,5.5,13.65,18.51,8.9,178,0,0,37387,0
1996-06-01,Far West,10.4,12.39,17.24,7.85,178,0,2,37387,5.349453018
1996-07-01,Far West,54,10.04,13.99,6.59,178,0,0,37387,0
1996-08-01,Far West,18.1,11.1,15.94,6.96,178,0,0,37387,0
1996-09-01,Far West,26.9,15.28,21.73,9.05,178,0,0,37387,0
1996-10-01,Far West,19.2,18.64,24.81,12.35,178,0,0,37387,0
1996-11-01,Far West,31.1,20.38,26.67,13.97,178,0,0,37387,0
1996-12-01,Far West,4.9,25.5,31.91,18.55,178,0,0,37387,0
1997-01-01,Far West,29.2,26.01,31.94,20.04,178,0,1,36842,2.714293469
1997-02-01,Far West,33.1,29.04,34.69,23.36,178,0,0,36842,0
1997-03-01,Far West,2.6,21.82,27.86,15.71,178,0,0,36842,0
1997-04-01,Far West,0,18.44,24.79,11.62,178,0,2,36842,5.428586939
1997-05-01,Far West,44.2,14.27,18.48,10.57,178,0,2,36842,5.428586939
1997-06-01,Far West,13.8,11.13,15.98,6.82,178,0,1,36842,2.714293469
1997-07-01,Far West,1.1,8.38,14.05,3.14,178,0,1,36842,2.714293469
1997-08-01,Far West,10.4,11.27,16.94,5.75,178,0,0,36842,0
1997-09-01,Far West,33.4,14.82,20.27,9.56,178,0,1,36842,2.714293469
1997-10-01,Far West,35.5,19.56,25.6,13.05,178,0,0,36842,0
1997-11-01,Far West,38.4,24.38,30.89,17.43,178,0,0,36842,0
1997-12-01,Far West,22.3,26.83,33.23,19.97,178,0,0,36842,0
1998-01-01,Far West,69.9,26.21,31.68,20.81,178,0,3,36305,8.263324611
1998-02-01,Far West,18.8,26.12,32.54,19.41,178,0,1,36305,2.754441537
1998-03-01,Far West,1,24.16,30.48,17.65,178,0,1,36305,2.754441537
1998-04-01,Far West,7.1,17.81,23.31,12.26,178,0,1,36305,2.754441537
1998-05-01,Far West,0.8,14.47,19.95,8.91,178,0,1,36305,2.754441537
1998-06-01,Far West,6.4,11.01,16.03,6.04,178,0,0,36305,0
1998-07-01,Far West,46.4,9.51,13.29,6.03,178,0,0,36305,0
1998-08-01,Far West,6.2,12.33,17.77,7.19,178,0,1,36305,2.754441537
1998-09-01,Far West,50.9,15.79,21.11,10.82,178,0,0,36305,0
1998-10-01,Far West,25.5,18.42,24.15,12.5,178,0,0,36305,0
1998-11-01,Far West,22.3,21.65,27.85,15.2,178,0,0,36305,0
1998-12-01,Far West,5.5,25.98,32.13,19.01,178,0,1,36305,2.754441537
1999-01-01,Far West,6.8,29.85,36.08,23.23,178,0,0,35776,0
1999-02-01,Far West,8.9,25.7,31.38,20,178,0,0,35776,0
1999-03-01,Far West,16.4,23.53,29.36,17.94,178,0,4,35776,11.18067979
1999-04-01,Far West,0.2,17,22.72,10.83,178,0,2,35776,5.590339893
1999-05-01,Far West,2.7,15.46,20.88,10.23,178,0,0,35776,0
1999-06-01,Far West,33.2,11.06,15.93,6.9,178,0,0,35776,0
1999-07-01,Far West,13.7,10.72,15.34,6.94,178,0,0,35776,0
1999-08-01,Far West,23,12,17.62,6.82,178,0,1,35776,2.795169946
1999-09-01,Far West,11.4,17.47,23.67,11.11,178,0,2,35776,5.590339893
1999-10-01,Far West,31.6,19.1,25.08,13.17,178,0,1,35776,2.795169946
1999-11-01,Far West,59.6,19.16,24.46,13.61,178,0,0,35776,0
1999-12-01,Far West,75.3,22.22,27.47,16.73,178,0,0,35776,0
2000-01-01,Far West,3.1,24.81,30.55,18.27,178,0,0,35254,0
2000-02-01,Far West,191.8,27,32.14,21.82,178,0,0,35254,0
2000-03-01,Far West,7,23,28.47,17.7,178,0,0,35254,0
2000-04-01,Far West,55,17.87,22.65,13.41,178,0,0,35254,0
2000-05-01,Far West,33.4,12.14,16.24,8.37,178,0,0,35254,0
2000-06-01,Far West,5.3,10.17,14.75,6.24,178,0,0,35254,0
2000-07-01,Far West,6.2,10.36,15.38,5.71,178,0,0,35254,0
2000-08-01,Far West,12.6,11.08,16.67,5.97,178,0,1,35254,2.836557554
2000-09-01,Far West,9.8,17.29,24.07,10.66,178,0,1,35254,2.836557554
2000-10-01,Far West,23.9,18.22,23.71,12.15,178,0,0,35254,0
2000-11-01,Far West,15.8,24.12,29.75,18.18,178,0,0,35254,0
2000-12-01,Far West,3.4,27.18,33.33,19.91,178,0,2,35254,5.673115108
2001-01-01,Far West,24.2,31.15,37.33,24.29,178,0,1,34740,2.878526195
2001-02-01,Far West,7.5,29.35,35.23,23.15,178,0,0,34740,0
2001-03-01,Far West,17.3,22.48,28.54,16.29,178,0,1,34740,2.878526195
2001-04-01,Far West,0.6,18.76,24.51,12.72,178,0,1,34740,2.878526195
2001-05-01,Far West,5.3,14.16,19.07,9.5,178,0,0,34740,0
2001-06-01,Far West,55,11.12,15.56,7.11,178,0,0,34740,0
2001-07-01,Far West,16.9,9.78,14.13,5.9,178,0,0,34740,0
2001-08-01,Far West,7.1,12.23,18.01,6.75,178,0,0,34740,0
2001-09-01,Far West,24.2,16.67,22.68,10.74,178,0,2,34740,5.757052389
2001-10-01,Far West,33.5,16.45,22.33,10.33,178,0,0,34740,0
2001-11-01,Far West,1.9,21.52,27.48,14.54,178,0,1,34740,2.878526195
2001-12-01,Far West,2.1,24.38,30.5,17.37,178,0,0,34740,0
2002-01-01,Far West,12.9,26.03,32.62,18.48,178,0,0,34225,0
2002-02-01,Far West,25.4,24.21,30.44,18.17,178,0,0,34225,0
2002-03-01,Far West,8.8,23.29,29.47,16.85,178,0,0,34225,0
2002-04-01,Far West,4.3,21.21,27.39,14.7,178,0,5,34225,14.6092038
2002-05-01,Far West,6.7,14.95,20.08,9.94,178,0,1,34225,2.92184076
2002-06-01,Far West,2.2,11.96,17.28,6.75,178,0,0,34225,0
2002-07-01,Far West,2,11.87,18.17,6.11,178,0,0,34225,0
2002-08-01,Far West,1.7,12.79,18.96,6.54,178,0,0,34225,0
2002-09-01,Far West,3.3,17.06,23.62,10.22,178,0,0,34225,0
2002-10-01,Far West,0.2,19.74,26.55,12.2,178,0,0,34225,0
2002-11-01,Far West,1.2,25.29,31.84,18,178,0,1,34225,2.92184076
2002-12-01,Far West,5.2,26.42,32.73,19.23,178,0,0,34225,0
2003-01-01,Far West,0.2,29.35,35.81,21.72,178,0,1,33669,2.970091182
2003-02-01,Far West,56.3,27.6,33.2,21.81,178,0,1,33669,2.970091182
2003-03-01,Far West,0,22.22,27.92,16.02,178,0,0,33669,0
2003-04-01,Far West,15.8,19.27,24.87,13.51,178,0,0,33669,0
2003-05-01,Far West,17.8,14.51,19.41,10.04,178,0,1,33669,2.970091182
2003-06-01,Far West,9.2,12.14,16.85,7.62,178,0,4,33669,11.88036473
2003-07-01,Far West,14.6,10.5,16.05,5.49,178,0,0,33669,0
2003-08-01,Far West,54.8,10.91,16.08,6.22,178,0,2,33669,5.940182364
2003-09-01,Far West,0.8,16.21,22.97,9.79,178,0,0,33669,0
2003-10-01,Far West,13.7,17,22.96,10.59,178,0,0,33669,0
2003-11-01,Far West,27.1,23.69,30.02,16.53,178,0,0,33669,0
2003-12-01,Far West,13.5,27.12,33.31,20.42,178,0,1,33669,2.970091182
2004-01-01,Far West,1.1,27.17,33.71,19.87,178,0,0,33136,0
2004-02-01,Far West,8.5,29.56,35.94,22.38,178,0,0,33136,0
2004-03-01,Far West,0.7,23.95,30.47,16.5,178,0,3,33136,9.053597296
2004-04-01,Far West,0,19.91,25.92,13.39,178,0,1,33136,3.017865765
2004-05-01,Far West,11.6,13.19,18.5,7.77,178,0,1,33136,3.017865765
2004-06-01,Far West,15,11.33,16.09,7,178,0,0,33136,0
2004-07-01,Far West,8.9,10.4,15.2,5.65,178,0,0,33136,0
2004-08-01,Far West,29.1,12.52,18.13,6.9,178,0,0,33136,0
2004-09-01,Far West,5.4,15.45,21.63,9.11,178,0,2,33136,6.035731531
2004-10-01,Far West,17.3,20.82,27.22,13.91,178,0,0,33136,0
2004-11-01,Far West,30.2,22.18,28.42,15.1,178,0,0,33136,0
2004-12-01,Far West,3.2,25.06,31.28,17.95,178,0,2,33136,6.035731531
2005-01-01,Far West,2.8,27.84,34.14,20.88,178,0,0,32751,0
2005-02-01,Far West,5.3,24.91,31.64,17.22,178,0,1,32751,3.053341883
2005-03-01,Far West,5.3,22.98,29.26,15.8,178,0,1,32751,3.053341883
2005-04-01,Far West,0.7,22.55,28.39,16.32,178,0,0,32751,0
2005-05-01,Far West,0.2,15.83,21.56,10.03,178,0,1,32751,3.053341883
2005-06-01,Far West,71.4,12.39,16.81,8.35,178,0,0,32751,0
2005-07-01,Far West,40.8,10.28,14.97,6.13,178,0,0,32751,0
2005-08-01,Far West,12.8,11.95,17.75,6.87,178,0,0,32751,0
2005-09-01,Far West,45.3,14.77,20.45,9.36,178,0,1,32751,3.053341883
2005-10-01,Far West,23.9,19.8,25.93,13.4,178,0,0,32751,0
2005-11-01,Far West,21.9,22.87,29.25,15.83,178,0,0,32751,0
2005-12-01,Far West,2.1,27.04,34.16,19.08,178,0,2,32751,6.106683765
2006-01-01,Far West,15.5,31.43,37.32,24.97,178,0,1,32411,3.08537225
2006-02-01,Far West,1.1,27.73,34.22,20.73,178,0,1,32411,3.08537225
2006-03-01,Far West,10.6,24.66,30.73,18.43,178,0,0,32411,0
2006-04-01,Far West,10.6,16.93,22.69,10.87,178,0,1,32411,3.08537225
2006-05-01,Far West,2,12.64,17.91,7.17,178,0,0,32411,0
2006-06-01,Far West,22.3,9.18,14.37,4.49,178,0,0,32411,0
2006-07-01,Far West,20.4,10.07,14.3,6.2,178,0,0,32411,0
2006-08-01,Far West,0.5,12.91,19.29,6.6,178,0,0,32411,0
2006-09-01,Far West,3.9,17.26,23.5,10.46,178,0,0,32411,0
2006-10-01,Far West,2,20.69,27.12,13.78,178,0,1,32411,3.08537225
2006-11-01,Far West,6,24.37,31.1,16.64,178,0,0,32411,0
2006-12-01,Far West,19.2,25.83,31.89,18.74,178,0,0,32411,0
2007-01-01,Far West,44.8,26.41,32.5,20.07,178,0,0,32348,0
2007-02-01,Far West,0.4,28.61,34.51,21.84,178,0,0,32348,0
2007-03-01,Far West,12.1,25.02,31.04,19.3,178,0,2,32348,6.182762458
2007-04-01,Far West,5.8,20.07,25.79,14.24,178,0,2,32348,6.182762458
2007-05-01,Far West,70.4,15.75,20.69,11.39,178,0,0,32348,0
2007-06-01,Far West,7.3,8.54,12.88,4.77,178,0,0,32348,0
2007-07-01,Far West,2.7,10.52,15.52,5.93,178,0,0,32348,0
2007-08-01,Far West,2.9,13.65,19.51,7.91,178,0,0,32348,0
2007-09-01,Far West,0,16.7,23.17,9.84,178,0,0,32348,0
2007-10-01,Far West,19.2,20.25,26.33,13.52,178,0,0,32348,0
2007-11-01,Far West,27.5,23.47,29.15,17.2,178,0,0,32348,0
2007-12-01,Far West,21.2,26.11,32.26,19.56,178,0,0,32348,0
2008-01-01,Far West,21.7,28.69,34.71,21.79,178,0,0,32237,0
2008-02-01,Far West,4.8,24.51,30.2,18.35,178,0,2,32237,6.204051245
2008-03-01,Far West,3.3,24.85,31,17.79,178,0,0,32237,0
2008-04-01,Far West,4.4,17.72,23.38,11.51,178,0,3,32237,9.306076868
2008-05-01,Far West,3.2,14.59,20.18,8.95,178,0,2,32237,6.204051245
2008-06-01,Far West,38.6,11.86,16.32,7.9,178,0,0,32237,0
2008-07-01,Far West,6.9,10.35,15.62,5.57,178,0,1,32237,3.102025623
2008-08-01,Far West,15.7,10.43,15.52,5.24,178,0,0,32237,0
2008-09-01,Far West,22.9,16.25,22.6,9.68,178,0,0,32237,0
2008-10-01,Far West,1.2,21.45,28.02,14.19,178,0,0,32237,0
2008-11-01,Far West,49.1,21.6,27.22,15.49,178,0,1,32237,3.102025623
2008-12-01,Far West,21.7,24.16,30.26,17.55,178,0,1,32237,3.102025623
2009-01-01,Far West,1.3,29.28,35.74,21.84,178,0,1,32034,3.121683212
2009-02-01,Far West,20.7,27.36,33.31,20.83,178,0,3,32034,9.365049635
2009-03-01,Far West,14.5,23.88,30.24,17.36,178,0,0,32034,0
2009-04-01,Far West,5.7,19.02,24.27,13.3,178,0,0,32034,0
2009-05-01,Far West,15,14.3,19.28,9.32,178,0,0,32034,0
2009-06-01,Far West,17.8,11.54,16.42,7.48,178,0,0,32034,0
2009-07-01,Far West,7.1,11.14,16.04,6.69,178,0,0,32034,0
2009-08-01,Far West,6.9,14.34,20.36,8.34,178,0,1,32034,3.121683212
2009-09-01,Far West,3.1,16.71,23.38,9.95,178,0,0,32034,0
2009-10-01,Far West,4.2,19.37,25.34,12.62,178,0,0,32034,0
2009-11-01,Far West,19.9,26.98,33.07,20.21,178,0,0,32034,0
2009-12-01,Far West,22.1,25.63,32.24,18.14,178,0,1,32034,3.121683212
2010-01-01,Far West,3.7,28.63,35.13,20.97,178,0,1,31889,3.135877575
2010-02-01,Far West,80.6,25.44,30.58,20.59,178,0,1,31889,3.135877575
2010-03-01,Far West,57.9,22.6,28.06,17.07,178,0,1,31889,3.135877575
2010-04-01,Far West,14.2,19.57,24.93,14.43,178,0,0,31889,0
2010-05-01,Far West,16.3,14.37,19.34,9.51,178,0,0,31889,0
2010-06-01,Far West,7.6,11.47,15.66,7.62,178,0,0,31889,0
2010-07-01,Far West,33.8,9.65,14.33,5.34,178,0,2,31889,6.271755151
2010-08-01,Far West,8.8,10.35,15.16,5.82,178,0,0,31889,0
2010-09-01,Far West,39.2,13.88,18.92,8.79,178,0,0,31889,0
2010-10-01,Far West,81.2,17.69,23.29,11.88,178,0,4,31889,12.5435103
2010-11-01,Far West,112.2,19.8,24.7,14.59,178,0,1,31889,3.135877575
2010-12-01,Far West,27.3,22.73,28.53,16.56,178,0,1,31889,3.135877575
2011-01-01,Far West,124.2,27.33,33.32,20.89,178,0,2,31724,6.304375236
2011-02-01,Far West,130.7,24.51,29.78,19.57,178,0,6,31724,18.91312571
2011-03-01,Far West,48.5,21.11,25.54,16.95,178,0,1,31724,3.152187618
2011-04-01,Far West,9.1,17.3,22.93,11.69,178,0,0,31724,0
2011-05-01,Far West,8.6,12.46,17.12,7.93,178,0,2,31724,6.304375236
2011-06-01,Far West,2.3,11.14,16.3,6.48,178,0,0,31724,0
2011-07-01,Far West,5.7,10.26,15.1,5.73,178,0,0,31724,0
2011-08-01,Far West,8.2,13.99,19.68,8.43,178,0,1,31724,3.152187618
2011-09-01,Far West,4.6,17.04,23.49,10.35,178,0,0,31724,0
2011-10-01,Far West,12.8,19.4,25.06,13.33,178,0,2,31724,6.304375236
2011-11-01,Far West,38.7,22.81,29.03,16.24,178,0,0,31724,0
2011-12-01,Far West,21.8,24.43,30.24,17.69,178,0,1,31724,3.152187618
2012-01-01,Far West,31.3,26.48,31.7,20.86,178,0,1,31491,3.175510463
2012-02-01,Far West,74.1,25.09,30.97,18.93,178,0,0,31491,0
2012-03-01,Far West,155.2,19.67,25.02,14.55,178,0,0,31491,0
2012-04-01,Far West,0.3,18.41,24.03,12.52,178,0,2,31491,6.351020927
2012-05-01,Far West,2.4,13.39,18.89,8.22,178,0,1,31491,3.175510463
2012-06-01,Far West,10.8,10.21,15.07,5.8,178,0,3,31491,9.52653139
2012-07-01,Far West,22.5,9.88,14.7,5.33,178,0,2,31491,6.351020927
2012-08-01,Far West,3.8,12.08,17.74,6.64,178,0,3,31491,9.52653139
